0,151,1111,0,0,0.135914,1,,,0.00662252,0.00090009
1,151,1111,0,0,0.135914,1,,,0.00662252,0.00090009
2,151,1111,0,0,0.135914,1,,,0.00662252,0.00090009
3,151,1111,0,0,0.135914,1,,,0.00662252,0.00090009
4,151,1111,0,0,0.135914,1,,,0.0337838,0.00180018
5,151,1111,0,0,0.135914,1,,,0.0405405,0.00270027
6,151,1111,0,0,0.135914,1,,,0.0544218,0.00360036
7,151,1111,0,0,0.135914,1,,,0.0743243,0.00720072
8,151,1111,0,0,0.135914,1,,,0.0872483,0.00990099
9,151,1111,0,0,0.135914,1,,,0.107383,0.0126013
10,151,1111,0,0,0.135914,1,,,0.133333,0.0171017
11,151,1111,0,0,0.135914,1,,,0.153333,0.019802
12,151,1111,0,0,0.135914,1,,,0.16,0.0207021
13,151,1111,0,0,0.135914,1,,,0.193333,0.0252025
14,151,1111,0,0,0.135914,1,,,0.213333,0.0279028
15,151,1111,0,0,0.135914,1,,,0.243243,0.029703
16,151,1111,0,0,0.135914,1,,,0.266667,0.0351035
17,151,1111,0,0,0.135914,1,,,0.278146,0.0378038
18,151,1111,0,0,0.135914,1,,,0.285714,0.0423042
19,151,1111,0,0,0.135914,1,,,0.312102,0.049505
20,151,1111,0,0,0.135914,1,,,0.335404,0.0576058
21,151,1111,0,0,0.135914,1,,,0.36747,0.0684068
22,151,1111,0,0,0.135914,1,,,0.374269,0.0756076
23,151,1111,0,0,0.135914,1,,,0.396552,0.0828083
24,151,1111,0,0,0.135914,1,,,0.426966,0.0927093
25,151,1111,0,0,0.135914,1,,,0.463687,0.09991
26,151,1111,0,0,0.135914,1,,,0.491892,0.112511
27,151,1111,0,0,0.135914,1,,,0.516304,0.115212
28,151,1111,0,0,0.135914,1,,,0.52356,0.126013
29,151,1111,0,0,0.135914,1,,,0.505,0.135014
30,151,1111,0,0,0.135914,1,,,0.512077,0.145815
31,151,1111,0,0,0.135914,1,,,0.535545,0.155716
32,151,1111,0,0,0.135914,1,,,0.524664,0.170117
33,151,1111,0,0,0.135914,1,,,0.508475,0.184518
34,151,1111,0,0,0.135914,1,,,0.495968,0.19802
35,151,1111,0,0,0.135914,1,,,0.478764,0.208821
36,151,1111,0,0,0.135914,1,,,0.490566,0.219622
37,151,1111,0,0,0.135914,1,,,0.485294,0.227723
38,151,1111,0,0,0.135914,1,,,0.480287,0.235824
39,151,1111,0,0,0.135914,1,,,0.475177,0.238524
40,151,1111,0,0,0.135914,1,,,0.480969,0.249325
41,151,1111,0,0,0.135914,1,,,0.472973,0.256526
42,151,1111,0,0,0.135914,1,,,0.465574,0.266427
43,151,1111,0,0,0.135914,1,,,0.458065,0.270927
44,151,1111,0,0,0.135914,1,,,0.451104,0.278128
45,151,1111,0,0,0.135914,1,,,0.441718,0.287129
46,151,1111,0,0,0.135914,1,,,0.442073,0.289829
47,151,1111,0,0,0.135914,1,,,0.433234,0.29883
48,151,1111,0,0,0.135914,1,,,0.418803,0.312331
49,151,1111,0,0,0.135914,1,,,0.411111,0.321332
50,151,1111,0,0,0.135914,1,,,0.391076,0.341134
51,151,1111,0,0,0.135914,1,,,0.373134,0.360936
52,151,1111,0,0,0.135914,1,,,0.364964,0.369037
53,151,1111,0,0,0.135914,1,,,0.360577,0.373537
54,151,1111,0,0,0.135914,1,,,0.349537,0.388839
55,151,1111,0,0,0.135914,1,,,0.337808,0.40234
56,151,1111,0,0,0.135914,1,,,0.327549,0.414941
57,151,1111,0,0,0.135914,1,,,0.319239,0.425743
58,151,1111,0,0,0.135914,1,,,0.307536,0.441944
59,151,1111,0,0,0.135914,1,,,0.300199,0.452745
60,151,1111,0,0,0.135914,1,,,0.29207,0.465347
61,151,1111,0,0,0.135914,1,,,0.285985,0.475248
62,151,1111,0,0,0.135914,1,,,0.275046,0.494149
63,151,1111,0,0,0.135914,1,,,0.265845,0.511251
64,151,1111,0,0,0.135914,1,,,0.256367,0.530153
65,151,1111,0,0,0.135914,1,,,0.24513,0.554455
66,151,1111,0,0,0.135914,1,,,0.235202,0.577858
67,151,1111,0,0,0.135914,1,,,0.22741,0.59766
68,151,1111,0,0,0.135914,1,,,0.224702,0.60486
69,151,1111,0,0,0.135914,1,,,0.217579,0.624662
70,151,1111,0,0,0.135914,1,,,0.212377,0.639964
71,151,1111,0,0,0.135914,1,,,0.206284,0.658866
72,151,1111,0,0,0.135914,1,,,0.202685,0.670567
73,151,1111,0,0,0.135914,1,,,0.196615,0.691269
74,151,1111,0,0,0.135914,1,,,0.191624,0.709271
75,151,1111,0,0,0.135914,1,,,0.18875,0.720072
76,151,1111,0,0,0.135914,1,,,0.183698,0.739874
77,151,1111,0,0,0.135914,1,,,0.178487,0.761476
78,151,1111,0,0,0.135914,1,,,0.175991,0.772277
79,151,1111,0,0,0.135914,1,,,0.172967,0.785779
80,151,1111,0,0,0.135914,1,,,0.171008,0.794779
81,151,1111,0,0,0.135914,1,,,0.168339,0.807381
82,151,1111,0,0,0.135914,1,,,0.165752,0.819982
83,151,1111,0,0,0.135914,1,,,0.163774,0.829883
84,151,1111,0,0,0.135914,1,,,0.160981,0.844284
85,151,1111,0,0,0.135914,1,,,0.159958,0.849685
86,151,1111,0,0,0.135914,1,,,0.158613,0.856886
87,151,1111,0,0,0.135914,1,,,0.157128,0.864986
88,151,1111,0,0,0.135914,1,,,0.15567,0.873087
89,151,1111,0,0,0.135914,1,,,0.154713,0.878488
90,151,1111,0,0,0.135914,1,,,0.153768,0.883888
91,151,1111,0,0,0.135914,1,,,0.152834,0.889289
92,151,1111,0,0,0.135914,1,,,0.151303,0.89829
93,151,1111,0,0,0.135914,1,,,0.150249,0.90459
94,151,1111,0,0,0.135914,1,,,0.149357,0.909991
95,151,1111,0,0,0.135914,1,,,0.148915,0.912691
96,151,1111,0,0,0.135914,1,,,0.147461,0.921692
97,151,1111,0,0,0.135914,1,,,0.146035,0.930693
98,151,1111,0,0,0.135914,1,,,0.144636,0.939694
99,151,1111,0,0,0.135914,1,,,0.143673,0.945995
100,151,1111,0,0,0.135914,1,,,0.142857,0.951395
101,151,1111,0,0,0.135914,1,,,0.142185,0.955896
102,151,1111,0,0,0.135914,1,,,0.141121,0.963096
103,151,1111,0,0,0.135914,1,,,0.140074,0.970297
104,151,1111,0,0,0.135914,1,,,0.139944,0.971197
105,151,1111,0,0,0.135914,1,,,0.139428,0.974797
106,151,1111,0,0,0.135914,1,,,0.139299,0.975698
107,151,1111,0,0,0.135914,1,,,0.139171,0.976598
108,151,1111,0,0,0.135914,1,,,0.139171,0.976598
109,151,1111,0,0,0.135914,1,,,0.138787,0.979298
110,151,1111,0,0,0.135914,1,,,0.138405,0.981998
111,151,1111,0,0,0.135914,1,,,0.138278,0.982898
112,151,1111,0,0,0.135914,1,,,0.138278,0.982898
113,151,1111,0,0,0.135914,1,,,0.137774,0.986499
114,151,1111,0,0,0.135914,1,,,0.137774,0.986499
115,151,1111,0,0,0.135914,1,,,0.137398,0.989199
116,151,1111,0,0,0.135914,1,,,0.137273,0.990099
117,151,1111,0,0,0.135914,1,,,0.137024,0.991899
118,151,1111,0,0,0.135914,1,,,0.136775,0.993699
